note,midi_number,pitch,octave,frequency_hz,dynamic,velocity_min,velocity_max,exists,aiff_path,wav_path,file_size_bytes,sample_rate,channels,bit_depth
C6,84,C,6,1046.5,ff,96,127,True,ff/Piano.ff.C6.aiff,wav/ff/Piano.ff.C6.wav,4120198,44100,2,16
Db6,85,Db,6,1108.73,pp,1,55,True,pp/Piano.pp.Db6.aiff,wav/pp/Piano.pp.Db6.wav,2383442,44100,2,16
Db6,85,Db,6,1108.73,mf,56,95,True,mf/Piano.mf.Db6.aiff,wav/mf/Piano.mf.Db6.wav,2614722,44100,2,16
Db6,85,Db,6,1108.73,ff,96,127,True,ff/Piano.ff.Db6.aiff,wav/ff/Piano.ff.Db6.wav,3532590,44100,2,16
D6,86,D,6,1174.66,pp,1,55,True,pp/Piano.pp.D6.aiff,wav/pp/Piano.pp.D6.wav,2360666,44100,2,16
D6,86,D,6,1174.66,mf,56,95,True,mf/Piano.mf.D6.aiff,wav/mf/Piano.mf.D6.wav,2653746,44100,2,16
D6,86,D,6,1174.66,ff,96,127,True,ff/Piano.ff.D6.aiff,wav/ff/Piano.ff.D6.wav,3710490,44100,2,16
Eb6,87,Eb,6,1244.51,pp,1,55,True,pp/Piano.pp.Eb6.aiff,wav/pp/Piano.pp.Eb6.wav,2284606,44100,2,16
Eb6,87,Eb,6,1244.51,mf,56,95,True,mf/Piano.mf.Eb6.aiff,wav/mf/Piano.mf.Eb6.wav,2653746,44100,2,16
Eb6,87,Eb,6,1244.51,ff,96,127,True,ff/Piano.ff.Eb6.aiff,wav/ff/Piano.ff.Eb6.wav,3040662,44100,2,16
E6,88,E,6,1318.51,pp,1,55,True,pp/Piano.pp.E6.aiff,wav/pp/Piano.pp.E6.wav,2344370,44100,2,16
E6,88,E,6,1318.51,mf,56,95,True,mf/Piano.mf.E6.aiff,wav/mf/Piano.mf.E6.wav,2466706,44100,2,16
E6,88,E,6,1318.51,ff,96,127,True,ff/Piano.ff.E6.aiff,wav/ff/Piano.ff.E6.wav,3440386,44100,2,16
F6,89,F,6,1396.91,pp,1,55,True,pp/Piano.pp.F6.aiff,wav/pp/Piano.pp.F6.wav,1666902,44100,2,16
F6,89,F,6,1396.91,mf,56,95,True,mf/Piano.mf.F6.aiff,wav/mf/Piano.mf.F6.wav,2221214,44100,2,16
F6,89,F,6,1396.91,ff,96,127,True,ff/Piano.ff.F6.aiff,wav/ff/Piano.ff.F6.wav,2788910,44100,2,16
Gb6,90,Gb,6,1479.98,pp,1,55,True,pp/Piano.pp.Gb6.aiff,wav/pp/Piano.pp.Gb6.wav,2137514,44100,2,16
Gb6,90,Gb,6,1479.98,mf,56,95,True,mf/Piano.mf.Gb6.aiff,wav/mf/Piano.mf.Gb6.wav,2466706,44100,2,16
Gb6,90,Gb,6,1479.98,ff,96,127,True,ff/Piano.ff.Gb6.aiff,wav/ff/Piano.ff.Gb6.wav,2894950,44100,2,16
G6,91,G,6,1567.98,pp,1,55,True,pp/Piano.pp.G6.aiff,wav/pp/Piano.pp.G6.wav,2330070,44100,2,16
G6,91,G,6,1567.98,mf,56,95,True,mf/Piano.mf.G6.aiff,wav/mf/Piano.mf.G6.wav,2490086,44100,2,16
G6,91,G,6,1567.98,ff,96,127,True,ff/Piano.ff.G6.aiff,wav/ff/Piano.ff.G6.wav,2654638,44100,2,16
Ab6,92,Ab,6,1661.22,pp,1,55,True,pp/Piano.pp.Ab6.aiff,wav/pp/Piano.pp.Ab6.wav,2010938,44100,2,16
Ab6,92,Ab,6,1661.22,mf,56,95,True,mf/Piano.mf.Ab6.aiff,wav/mf/Piano.mf.Ab6.wav,2116006,44100,2,16
Ab6,92,Ab,6,1661.22,ff,96,127,True,ff/Piano.ff.Ab6.aiff,wav/ff/Piano.ff.Ab6.wav,2947874,44100,2,16
A6,93,A,6,1760.0,pp,1,55,True,pp/Piano.pp.A6.aiff,wav/pp/Piano.pp.A6.wav,1748374,44100,2,16
A6,93,A,6,1760.0,mf,56,95,True,mf/Piano.mf.A6.aiff,wav/mf/Piano.mf.A6.wav,2326426,44100,2,16
A6,93,A,6,1760.0,ff,96,127,True,ff/Piano.ff.A6.aiff,wav/ff/Piano.ff.A6.wav,2491434,44100,2,16
Bb6,94,Bb,6,1864.66,pp,1,55,True,pp/Piano.pp.Bb6.aiff,wav/pp/Piano.pp.Bb6.wav,1570650,44100,2,16
Bb6,94,Bb,6,1864.66,mf,56,95,True,mf/Piano.mf.Bb6.aiff,wav/mf/Piano.mf.Bb6.wav,2630366,44100,2,16
Bb6,94,Bb,6,1864.66,ff,96,127,True,ff/Piano.ff.Bb6.aiff,wav/ff/Piano.ff.Bb6.wav,2612906,44100,2,16
B6,95,B,6,1975.53,pp,1,55,True,pp/Piano.pp.B6.aiff,wav/pp/Piano.pp.B6.wav,2119870,44100,2,16
B6,95,B,6,1975.53,mf,56,95,True,mf/Piano.mf.B6.aiff,wav/mf/Piano.mf.B6.wav,2174454,44100,2,16
B6,95,B,6,1975.53,ff,96,127,True,ff/Piano.ff.B6.aiff,wav/ff/Piano.ff.B6.wav,2637698,44100,2,16
C7,96,C,7,2093.0,pp,1,55,True,pp/Piano.pp.C7.aiff,wav/pp/Piano.pp.C7.wav,1847094,44100,2,16
C7,96,C,7,2093.0,mf,56,95,True,mf/Piano.mf.C7.aiff,wav/mf/Piano.mf.C7.wav,1882202,44100,2,16
C7,96,C,7,2093.0,ff,96,127,True,ff/Piano.ff.C7.aiff,wav/ff/Piano.ff.C7.wav,2382642,44100,2,16
Db7,97,Db,7,2217.46,pp,1,55,True,pp/Piano.pp.Db7.aiff,wav/pp/Piano.pp.Db7.wav,1476446,44100,2,16
Db7,97,Db,7,2217.46,mf,56,95,True,mf/Piano.mf.Db7.aiff,wav/mf/Piano.mf.Db7.wav,1718542,44100,2,16
Db7,97,Db,7,2217.46,ff,96,127,True,ff/Piano.ff.Db7.aiff,wav/ff/Piano.ff.Db7.wav,2090678,44100,2,16
D7,98,D,7,2349.32,pp,1,55,True,pp/Piano.pp.D7.aiff,wav/pp/Piano.pp.D7.wav,1606286,44100,2,16
D7,98,D,7,2349.32,mf,56,95,True,mf/Piano.mf.D7.aiff,wav/mf/Piano.mf.D7.wav,1484742,44100,2,16
D7,98,D,7,2349.32,ff,96,127,True,ff/Piano.ff.D7.aiff,wav/ff/Piano.ff.D7.wav,2434978,44100,2,16
Eb7,99,Eb,7,2489.02,pp,1,55,True,pp/Piano.pp.Eb7.aiff,wav/pp/Piano.pp.Eb7.wav,1324606,44100,2,16
Eb7,99,Eb,7,2489.02,mf,56,95,True,mf/Piano.mf.Eb7.aiff,wav/mf/Piano.mf.Eb7.wav,1426290,44100,2,16
Eb7,99,Eb,7,2489.02,ff,96,127,True,ff/Piano.ff.Eb7.aiff,wav/ff/Piano.ff.Eb7.wav,2366054,44100,2,16
E7,100,E,7,2637.02,pp,1,55,True,pp/Piano.pp.E7.aiff,wav/pp/Piano.pp.E7.wav,1570346,44100,2,16
E7,100,E,7,2637.02,mf,56,95,True,mf/Piano.mf.E7.aiff,wav/mf/Piano.mf.E7.wav,1741922,44100,2,16
E7,100,E,7,2637.02,ff,96,127,True,ff/Piano.ff.E7.aiff,wav/ff/Piano.ff.E7.wav,2500374,44100,2,16
F7,101,F,7,2793.83,pp,1,55,True,pp/Piano.pp.F7.aiff,wav/pp/Piano.pp.F7.wav,1929902,44100,2,16
F7,101,F,7,2793.83,mf,56,95,True,mf/Piano.mf.F7.aiff,wav/mf/Piano.mf.F7.wav,1508122,44100,2,16
F7,101,F,7,2793.83,ff,96,127,True,ff/Piano.ff.F7.aiff,wav/ff/Piano.ff.F7.wav,2363790,44100,2,16
Gb7,102,Gb,7,2959.96,pp,1,55,True,pp/Piano.pp.Gb7.aiff,wav/pp/Piano.pp.Gb7.wav,1413106,44100,2,16
Gb7,102,Gb,7,2959.96,mf,56,95,True,mf/Piano.mf.Gb7.aiff,wav/mf/Piano.mf.Gb7.wav,2437730,44100,2,16
Gb7,102,Gb,7,2959.96,ff,96,127,True,ff/Piano.ff.Gb7.aiff,wav/ff/Piano.ff.Gb7.wav,2437730,44100,2,16
G7,103,G,7,3135.96,pp,1,55,True,pp/Piano.pp.G7.aiff,wav/pp/Piano.pp.G7.wav,1502882,44100,2,16
G7,103,G,7,3135.96,mf,56,95,True,mf/Piano.mf.G7.aiff,wav/mf/Piano.mf.G7.wav,1589954,44100,2,16
G7,103,G,7,3135.96,ff,96,127,True,ff/Piano.ff.G7.aiff,wav/ff/Piano.ff.G7.wav,2208010,44100,2,16
Ab7,104,Ab,7,3322.44,pp,1,55,True,pp/Piano.pp.Ab7.aiff,wav/pp/Piano.pp.Ab7.wav,1200570,44100,2,16
Ab7,104,Ab,7,3322.44,mf,56,95,True,mf/Piano.mf.Ab7.aiff,wav/mf/Piano.mf.Ab7.wav,1508122,44100,2,16
Ab7,104,Ab,7,3322.44,ff,96,127,True,ff/Piano.ff.Ab7.aiff,wav/ff/Piano.ff.Ab7.wav,2379430,44100,2,16
A7,105,A,7,3520.0,pp,1,55,True,pp/Piano.pp.A7.aiff,wav/pp/Piano.pp.A7.wav,1254470,44100,2,16
A7,105,A,7,3520.0,mf,56,95,True,mf/Piano.mf.A7.aiff,wav/mf/Piano.mf.A7.wav,1379534,44100,2,16
A7,105,A,7,3520.0,ff,96,127,True,ff/Piano.ff.A7.aiff,wav/ff/Piano.ff.A7.wav,2392826,44100,2,16
Bb7,106,Bb,7,3729.31,pp,1,55,True,pp/Piano.pp.Bb7.aiff,wav/pp/Piano.pp.Bb7.wav,1200570,44100,2,16
Bb7,106,Bb,7,3729.31,mf,56,95,True,mf/Piano.mf.Bb7.aiff,wav/mf/Piano.mf.Bb7.wav,1332770,44100,2,16
Bb7,106,Bb,7,3729.31,ff,96,127,True,ff/Piano.ff.Bb7.aiff,wav/ff/Piano.ff.Bb7.wav,2028430,44100,2,16
B7,107,B,7,3951.07,pp,1,55,True,pp/Piano.pp.B7.aiff,wav/pp/Piano.pp.B7.wav,1274066,44100,2,16
B7,107,B,7,3951.07,mf,56,95,True,mf/Piano.mf.B7.aiff,wav/mf/Piano.mf.B7.wav,1414602,44100,2,16
B7,107,B,7,3951.07,ff,96,127,True,ff/Piano.ff.B7.aiff,wav/ff/Piano.ff.B7.wav,2309374,44100,2,16
C8,108,C,8,4186.01,pp,1,55,True,pp/Piano.pp.C8.aiff,wav/pp/Piano.pp.C8.wav,1188262,44100,2,16
C8,108,C,8,4186.01,mf,56,95,True,mf/Piano.mf.C8.aiff,wav/mf/Piano.mf.C8.wav,1960138,44100,2,16
C8,108,C,8,4186.01,ff,96,127,True,ff/Piano.ff.C8.aiff,wav/ff/Piano.ff.C8.wav,1647674,44100,2,16
